"Tipo Equivalente","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Fibra (g)","Vitamina A     (µg RE)","Acido Ascórbico (mg)","Acido Fólico (µg)","Hierro NO HEM (mg)","Potasio (mg)","Indice glicémico","Carga glicémica",
"Aceites y grasas","Coco rallado y endulzado",1.5,"cucharada",9,9,44,0.3,3.1,4.2,2.7,0.1,0,0,22.9,,,,
"Aceites y grasas","Ccoc seco",1.5,"cucharada",9,9,44,0.3,3.1,4.2,2.7,0.1,0,0,22.9,,,,
"Aceites y grasas","Coco seco y endulzado",1.5,"cucharada",9,9,44,0.3,3.1,4.2,2.7,0.1,0,0,22.9,,,,
"Aceites y grasas","Coquito",8,"g",8,6,41,0.5,4.3,0.9,0,0,0,0,0,,,,
"Aceites y grasas","Crema",1,"cucharada",15,15,43,0,3.2,2.1,2.1,0,0,10.7,0,,,,
"Aceites y grasas","Crema 20% grasa (dulce)",1.33333333333333,"cucharada",21,21,41,0.6,4.1,0.8,2.6,1,0.1,14,8.5,,,,
"Aceites y grasas","Crema 40% grasa (agria)",1,"cucharada",13,13,45,0.3,4.8,0.4,3,1.2,0.1,17.8,4.9,,,,
"Aceites y grasas","Crema ácida",2,"cucharada",21,21,46,0.7,4.4,0.9,2.8,1.2,0.2,8.8,10.5,,,,
"Aceites y grasas","Crema agria",1,"cucharada",13,13,44,0.3,4.8,0.4,3,1.2,0.1,17.6,4.9,,,,
"Aceites y grasas","Crema batida",1.5,"cuchrada",12,12,42,0.2,4.4,0.3,2.8,1.3,0.2,16.8,4.8,,,,
"Aceites y grasas","Crema batida en aerosol",5,"cucharada",15,15,40,0.5,3.5,2,2,1,0,10,20,,,,
"Aceites y grasas","Creama chantilly",1.5,"cucharada",12,12,42,0.2,4.4,0.3,2.8,1.3,0.2,16.8,4.8,,,,
"Aceites y grasas","Creama de coco dulce",3,"cucharadita",19,19,36,0.2,3.1,10.1,2.9,0.1,0,0,6.8,,,,
"Aceites y grasas","Creama de coco natural",3,"cucharadita",15,15,50,0.5,5.2,1,4.6,0.2,0.1,0,0.6,,,,
"Aceites y grasas","Crema de leche en polvo",4,"cucharadita",8,8,44,0.4,2.8,4.4,2.4,0.1,0,0,14.5,,,,
"Aceites y grasas","Creama dulce",4,"cucharadita",19,19,36,0.5,3.6,0.7,2.2,0.9,0.1,12.3,7.5,,,,
"Aceites y grasas","Crema dulce para batir",4,"cucharadita",19,19,36,0.5,3.6,0.7,2.2,0.9,0.1,12.3,7.5,,,,
"Aceites y grasas","Crema entera",1,"cucharada",14,14,41,0.3,4.3,0.4,2.7,1.3,0.1,15.9,4.7,,,,
"Aceites y grasas","Crema Lala Light",5,"cucharada",80,80,39,0.8,3.4,1.4,"ND","ND","ND","ND",0,,,,
"Aceites y grasas","Crema ligera",1,"cucharada",14,14,41,0.3,4.3,0.4,2.7,1.3,1.3,15.9,4.7,,,,
"Aceites y grasas","Crema natural",1,"cucharada",15,15,43,0,3.2,2.1,2.1,0,0,10.7,0,,,,
"Aceites y grasas","Crema para batir",1.5,"cucharada",21,21,41,0.6,4.1,0.8,2.5,1,0.1,13.9,8.4,,,,
"Aceites y grasas","Crema para café",1,"cucharada",14,14,41,0.3,4.3,0.4,2.7,1.3,0.1,15.9,4.7,,,,
"Aceites y grasas","Dip",2,"cucharada",30,30,48,1,3.9,1.9,2.9,0,0,19.4,154.8,,,,
"Aceites y grasas","Dip de cebolla",2,"cucharada",30,30,48,1,3.9,1.9,2.9,0,0,19.4,154.8,,,,
"Aceites y grasas","Dip preparado",2,"cucharada",30,30,48,1,3.9,1.9,2.9,0,0,19.4,154.8,,,,
"Aceites y grasas","Dip preparado con crema",2,"cucharada",30,30,48,1,3.9,1.9,2.9,0,0,19.4,154.8,,,,
"Aceites y grasas","Grasa de tocino",5,"g",5,5,44,0,5,0,2.2,2.1,0.6,4.8,0,,,,
"Aceites y grasas","Grasas animales",5,"g",5,5,44,0,5,0,2.2,2.1,0.6,4.8,0,,,,
"Aceites y grasas","Grasas vegetales para cocinar",5,"g",5,5,44,0,5,0,1.2,3.3,0.4,0,0,,,,
"Aceites y grasas","Guacamole",2,"cucharada",28,28,46,1,3.7,2.7,0,0,0,0,195.7,,,,
"Aceites y grasas","Lardo",5,"g",5,5,45,0,5,0,2,2.1,0.5,4.8,0,,,,
"Aceites y grasas","Manteca de cerdo",1,"cucharadita",4,4,39,0,4.3,0,1.7,2,0.5,4,0,,,,
"Aceites y grasas","Manteca vegetal",1,"cucharadita",4,4,38,0,4.3,0,1.1,1.9,1.1,0,0,,,,
"Aceites y grasas","Mantequilla",1.5,"cucharadita",6,6,47,0.1,5.3,0,3.3,1.3,0.1,14.2,0.6,,,,
"Aceites y grasas","Mantequilla con sal",1.5,"cucharadita",6,6,47,0.1,5.3,0,3.3,1.3,0.1,14.2,53.6,,,,
"Aceites y grasas","Mantequilla derretida",1,"cucharadita",5,5,36,0,4.1,0,2.5,1,0.1,11,0.5,,,,
"Aceites y grasas","Mantequilla Lala Reducida en grasa",7,"cucharada",84,84,32,0.2,3.4,0.2,"ND","ND","ND","ND",11.8,,,,
"Aceites y grasas","Mantequilla sin sal",1.5,"cucharadita",6,6,47,0.1,5.3,0,3.3,1.3,0.1,14.2,0.6,,,,
"Aceites y grasas","Margarita",1,"cucharadita",4,4,39,0,4.3,0,1.7,1.9,0.5,2.3,0,,,,
"Aceites y grasas","Margarita baja en grasa",2.5,"cucharadita",11,11,42,0,5,0,0,0,0,0,108.3,,,,
"Aceites y grasas","Margarita con sal",1.5,"cucharadita",6,6,47,0.1,5.2,0.1,1,2.3,1.6,0,61.2,,,,
"Aceites y grasas","Margarita sin sal",1,"cucharadita",4,4,39,0,4.3,0,1.7,1.9,0.5,2.3,0,,,,
"Aceites y grasas","Mayonesa",1,"cucharadita",5,5,34,0.1,3.6,0.2,0.6,2.2,0.7,12.1,27.8,,,,
"Aceites y grasas","Media crema",2,"cucharada",30,30,40,0.8,3.4,1.2,2.2,1,0.2,12,12,,,,
"Aceites y grasas","Pam",5,"disp.de un segundo",5,5,44,0,5,0,0.6,1.2,2.9,0,0,,,,
"Aceites y grasas","Praliné",0.5,"cucharada",8,8,36,0.2,1.9,5,0.1,1.2,0.5,0,4.9,,,,
"Aceites y grasas","Queso crema",1,"cucharada",13,13,46,1,4.6,0.4,2.9,1.3,0.2,14.4,39,,,,
"Aceites y grasas","Queso crema bajo en grasa",1,"cucharada",13,13,32,1.1,3,0.3,2.1,0,0,6.1,51.1,,,,
"Aceites y grasas","Queso crema untable",1,"cucharada",10,10,37,0.7,3.7,0.3,2.3,0,0,11.6,31.6,,,,
"Aceites y grasas","Queso Philadelphia",1,"cucharada",13,13,46,1,4.6,0.4,2.9,1.3,0.2,14.4,39,,,,
"Aceites y grasas","Salsa alfredo",1,"cucharada",14,14,44,0.7,4.3,0.8,0,0,0,7,50.8,,,,
"Aceites y grasas","Salsa holandesa industrializada",0.5,"cucharada",8,8,44,0.9,3.7,2.6,2.2,1.1,0.2,9.4,292,,,,
"Aceites y grasas","Salsa tártara industrializada",1,"cucharadita",16,16,52,0,5.2,2.1,2.1,0,0,5.2,93,,,,
"Aceites y grasas","Salsa tártara sin grasa",4,"cucharada",62,62,48,0,2,9.7,0.8,0,0,0,406.9,,,,
"Aceites y grasas","Salsa velouté",1.5,"cucharada",21,21,38,0.6,3.4,1.1,0,0,0,8.6,98.3,,,,
"Aceites y grasas","Tocino",1,"rebanada delgada",8,8,44,0.7,4.6,0,1.7,2,0.5,5.4,54.8,,,,
"Aceites y grasas","Tocino ahumado",1,"rebanada delgada",8,8,44,0.7,4.6,0,1.7,2,0.5,5.4,54.8,,,,
"Aceites y grasas","Tocino en lonja",8,"g",8,8,44,0.7,4.6,0,1.7,2,0.5,5.4,54.8,,,,
"Aceites y grasas","Tocino frito",1,"rebanada   ",7,7,39,0.6,4,0,0,0,0,5.7,48,,,,
"Aceites y grasas","Tocino imitación",1,"cucharada",10,10,41,1,3.9,0.1,0,0,0,6.7,96.7,,,,
"Aceites y grasas","Vinagreta",0.5,"cucharada",8,8,36,0,4,0.2,0.8,1.2,2,0,0,,,,
"Aceites y grasas","Vinagreta baja en calorías",5,"cucharada",80,80,38,0,0,7.5,0,0,0,0,1000,,,,
"Aceites y grasas","Vinagreta comercial",1.5,,23,23,46,0,3.8,3,0.8,0,0,0,187.5,,,,
"Aceites y grasas con proteínas","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","AG Saturados (g)","AG Monoinsaturados (g)","AG Poliinsatuirados (g)","Colesterol (mg)","Sodio (mg)",,,,
"Aceites y grasas con proteínas","Ajonjoli",4,"cucharadita",10,10,61,2.7,5.7,1,0.8,2.2,2.5,0,3.9,,,,
"Aceites y grasas con proteínas","Ajonjoli tostado",5,"cucharada",13,13,75,2.2,6.3,3.4,0.9,2.4,2.8,0,5.1,,,,
"Aceites y grasas con proteínas","Almendra",10,"pieza",12,12,66,2.7,6.6,0.5,0.5,4.3,1.3,0,0.5,,,,
"Aceites y grasas con proteínas","Almendra acaramelada",6,"pieza",12,12,72,2.2,6,3.4,0.4,3.3,1.5,0,15.9,,,,
"Aceites y grasas con proteínas","Alemndra ahumada",10,"pieza",12,12,71,2.6,6.4,2.1,0,0,0,0,73.7,,,,
"Aceites y grasas con proteínas","Almendra deshidratada",10,"pieza",12,12,71,2.4,6.3,2.4,0.6,4.1,1.3,0,1.3,,,,
"Aceites y grasas con proteínas","Almendra fileteada",2,"cucharada",12,12,72,2.5,6.5,2.2,0.5,4.3,1.4,0,0,,,,
"Aceites y grasas con proteínas","Almendra picada",4,"cucharadita",10,10,62,2.1,5.2,1.8,0.4,0,1.2,0,0,,,,
"Aceites y grasas con proteínas","Almendra tostada",10,"cucharada",12,12,71,2,6.3,3,0.6,4.1,1.3,0,1.3,,,,
"Aceites y grasas con proteínas","Avellana",9,"pieza",13,13,72,2.5,6.5,2.3,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Avellana picada",5,"cucharadita",12,12,71,2.4,6.4,2.3,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Avellana salada",8,"pieza",11,11,72,1.8,7.1,1.6,0,0,0,0,15.6,,,,
"Aceites y grasas con proteínas","Avellana tostada",8,"pieza",11,11,75,1.1,7.5,2,0.6,5.9,0.7,0,0.4,,,,
"Aceites y grasas con proteínas","Cacahuate",14,"pieza",12,12,73,2.9,6.2,2.7,0.9,3.1,1.9,0,100.6,,,,
"Aceites y grasas con proteínas","Cacahuate acaramelado",5,"cucharadita",14,14,75,3,6.5,2.5,1,3.5,2,0,57.8,,,,
"Aceites y grasas con proteínas","Cacahucate cocido",20,"g",20,20,64,2.7,4.4,4.3,0.6,2.2,1.4,0,150,,,,
"Aceites y grasas con proteínas","Cacahuate con cáscara",12,"g",12,12,70,2.8,6,0.2,0.8,1.9,1.7,0,0.6,,,,
"Aceites y grasas con proteínas","Cacahuate con pepitas",12,"g",12,12,75,2.8,6,2.4,0.8,2.8,2.4,0,144,,,,
"Aceites y grasas con proteínas","Cacahuate con piel",15,"pieza",14,14,72,3.4,6.3,2.9,1.4,2.9,1.9,0,50.6,,,,
"Aceites y grasas con proteínas","Cacahuate enchilado",13,"pieza",12,12,67,2.9,5.9,2.1,0.8,2.9,1.7,0,79.4,,,,
"Aceites y grasas con proteínas","Cacahuate japonés",15,"pieza",14,14,68,2.7,3.6,6.3,0,0,0,0,270,,,,
"Aceites y grasas con proteínas","Cacahuate picado",5,"cucharadita",12,12,74,3,6.2,2.7,0.9,3.1,1.9,0,101.9,,,,
"Aceites y grasas con proteínas","Cacahuate salado",13,"pieza",12,12,71,3.2,5.5,2.4,1,2.9,1.6,0,34,,,,
"Aceites y grasas con proteínas","Cacahuate tostado",13,"pieza",12,12,69,2.8,5.9,2.5,0.8,2.9,1.8,0,96.1,,,,
"Aceites y grasas con proteínas","Cacahuates confitados",0.25,"bolsa",14,14,72,1.4,4.3,7.1,1.5,0,0.6,0.7,36.7,,,,
"Aceites y grasas con proteínas","Cacahuates cubiertos con salsa y limón",2,"cucharada",13,13,72,2.6,4.6,5.3,0,0,0,0,124.7,,,,
"Aceites y grasas con proteínas","Cacoa con cáscara",14,"g",14,14,70,1.9,5.9,3.3,3.4,2.4,0.1,0,0.5,,,,
"Aceites y grasas con proteínas","Cacoa pataste",12,"g",12,12,72,2.1,6.5,2.6,3.6,2.5,0.1,0,0.5,,,,
"Aceites y grasas con proteínas","Cacao sin cascara",12,"g",12,12,67,1.9,5.9,2.5,3.2,2.3,0.1,0,0.5,,,,
"Aceites y grasas con proteínas","Chía",7,"cucharada",49,49,69,3.5,5.9,1.9,1.2,0.9,3.5,0,12.3,,,,
"Aceites y grasas con proteínas","Chilorio",30,"g",30,30,64,5,4.7,0.7,0.7,0,0,17.1,203.1,,,,
"Aceites y grasas con proteínas","Chilorio de pavo",30,"g",30,30,64,5,4.7,0.7,0.7,0,0,17.1,203.1,,,,
"Aceites y grasas con proteínas","Chistorra",15,"g",15,15,73,1.7,7,0.7,0,0,0,25.5,156.8,,,,
"Aceites y grasas con proteínas","Chorizo",15,"g",15,15,64,3.5,5.6,0,2.1,2.4,0.4,16.2,11.5,,,,
"Aceites y grasas con proteínas","Chorizo de pollo",35,"g",35,35,72,5,5.7,0.1,0,0,0,5.3,302.4,,,,
"Aceites y grasas con proteínas","Chorizo vegetariano",15,"g",15,15,70,4.1,5.7,0.2,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Coroso",14,"g",14,14,72,0.8,7.5,1.6,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Falafel, hecho en casa",20,"g",20,20,67,2.7,3.5,6.4,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Harina de ajonjolí",13,"g",13,13,69,4,4.9,3.5,0.7,1.9,2.1,0,5.6,,,,
"Aceites y grasas con proteínas","Harina de almendras",11,"g",11,11,66,2.2,5.7,2.5,0.6,3.7,1.2,0,0.8,,,,
"Aceites y grasas con proteínas","Harina de cacahuate",15,"g",15,15,65,5.1,3.3,4.8,0.5,1.7,1.1,0,0,,,,
"Aceites y grasas con proteínas","Hot nuts",0.25,"paquete",13,13,68,2.1,4.2,5.3,0.8,"ND","ND","ND",133.5,,,,
"Aceites y grasas con proteínas","Hummus, de garbanzo (1 cda)",20,"g",20,20,67,2.7,3.5,6.4,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Jamón serrano",15,"g",15,15,70,2.4,3.9,6.7,1.5,"ND","ND","ND",3257,,,,
"Aceites y grasas con proteínas","Kkwatte sabritas  japonés",15,"g",15,15,74,2.4,4.2,6.6,0,0,0,0,69,,,,
"Aceites y grasas con proteínas","Kkwatte sabritas  salados",10,"g",10,10,60,2,5.2,1.2,0,0,0,0,60,,,,
"Aceites y grasas con proteínas","Mafer tostados sazonados",12,"g",12,12,66,2.7,5.4,1.7,0,0,0,0,76.8,,,,
"Aceites y grasas con proteínas","Mantequilla de cacachuate",2,"cucharadita",11,11,63,2.6,5.3,2.3,1,2.5,1.5,0,52,,,,
"Aceites y grasas con proteínas","Mazapan Azteca Oreo",0.5,"pieza",15,15,75,1.5,3.5,9.5,0.5,0,0,0,9,,,,
"Aceites y grasas con proteínas","Mazapan sin azúcar",1,"pieza",25,25,73,4,5,3,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Nueces mixtas",1,"cucharada",12,12,74,2,6.8,2.6,1,3.8,1.6,0,78.2,,,,
"Aceites y grasas con proteínas","Nuez",3,"pieza",9,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez acaramelada",0.75,"taza",12,12,64,1.7,5.6,3,1.3,3,1.3,0,38.6,,,,
"Aceites y grasas con proteínas","Nuez de castilla",3,"pieza",9,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez de la india acaramelada",12,"g",12,12,64,1.7,5.6,3,1.3,3,1.3,0,38.6,,,,
"Aceites y grasas con proteínas","Nuez de la india con almendras",12,"g",12,12,73,2.1,6.4,2.6,0.9,3.9,1.7,0,40.7,,,,
"Aceites y grasas con proteínas","Nuez de la india sin sal",7,"pieza",11,11,66,1.9,5.2,2.7,1,3.2,1,0,32,,,,
"Aceites y grasas con proteínas","Nuez de la india sin sal en mitades",15,"mitades",12,12,72,2.1,5.9,3.4,1.1,3.4,1.1,0,0,,,,
"Aceites y grasas con proteínas","Nuez de la india tostada sin sal ",8,"pieza",13,13,73,1.9,5.9,4.2,1.2,3.5,1,0,2.3,,,,
"Aceites y grasas con proteínas","Nuez de macadamia deshidratada",4,"pieza",10,10,73,0.9,7.7,1.4,1.1,6.1,0.1,0,0.4,,,,
"Aceites y grasas con proteínas","Nuez deshidratada",3,"pieza",9,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez en mitades",7,"mitades",10,10,74,1,7.7,1.4,0.7,4.6,2.1,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez entera",3,"pieza",9,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez garapiñada",0.75,"taza",12,12,64,1.7,5.6,3,1.3,3,1.3,0,38.6,,,,
"Aceites y grasas con proteínas","Nuez picada",10,"g",10,10,71,1,7.4,1.4,0.6,4.4,2.1,0,0.1,,,,
"Aceites y grasas con proteínas","Nuez tostada",3,"pieza",9,9,67,0.9,7,1.3,0.6,4.2,1.9,0,0.1,,,,
"Aceites y grasas con proteínas","Pasta de almendras",4,"cucharadita",13,13,62,1.2,3.8,6.5,0.3,2.4,0.8,0,1.4,,,,
"Aceites y grasas con proteínas","Pasta de cacahuate",5,"cucharadita",13,13,73,3.5,6.2,2.2,1.1,3.1,1.8,0,59.8,,,,
"Aceites y grasas con proteínas","Pasta de cacahucate desgrasada",7,"cucharadita",18,18,76,5.3,4.4,4.9,1.6,4.4,2.5,0,106.2,,,,
"Aceites y grasas con proteínas","Paté",5,"cucharadita",22,22,69,3.1,6.1,0.3,0,0,0,0,150.9,,,,
"Aceites y grasas con proteínas","Paté de cerdo",1,"cucharada",13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9,,,,
"Aceites y grasas con proteínas","Paté de Foie gras",1,"cucharada",13,13,60,1.5,5.7,0.6,1.9,3.3,0.1,19.5,90.6,,,,
"Aceites y grasas con proteínas","Paté de ganso",1,"cucharada",13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9,,,,
"Aceites y grasas con proteínas","Paté de higado  de cerdo",1,"cucharada",13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9,,,,
"Aceites y grasas con proteínas","Paté de hígado de ternera",1,"cucharada",13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9,,,,
"Aceites y grasas con proteínas","Paté de pollo",8,"cucharadita",35,35,71,4.7,4.6,2.4,1.4,1.9,0.9,137.3,134.8,,,,
"Aceites y grasas con proteínas","Paté de ternera",1,"cucharada",13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,91.9,,,,
"Aceites y grasas con proteínas","Pepita limpia",1.5,"cucharada",15,15,79,5,6.4,2,1.2,2,2.9,0,2.7,,,,
"Aceites y grasas con proteínas","Pepitas",60,"pieza",12,12,66,3,5.6,2.1,1.1,1.7,2.5,0,2.1,,,,
"Aceites y grasas con proteínas","Pepitas con cáscara",2,"cucharada",13,13,70,3.5,5.6,1.3,0.9,2.2,2.6,0,520,,,,
"Aceites y grasas con proteínas","Pepitas de calabaza",1.5,"cucharada",12,12,66,3.6,5.5,1.7,0,0,0,0,0,,,,
"Aceites y grasas con proteínas","Pepitas de melón",5,"cucharadita",12,12,66,3.3,5.6,1.8,1.2,0.9,3.3,0,11.7,,,,
"Aceites y grasas con proteínas","Pepitas tostadas",1,"cucharada",13,13,69,4.3,5.5,1.8,1.1,1.7,2.5,0,2.3,,,,
"Aceites y grasas con proteínas","Pepperoni",4,"rebanada",15,15,72,107,6.7,0.1,2.6,3.3,0.6,12.5,274,,,,
"Aceites y grasas con proteínas","Piñón",1,"cucharada",10,10,64,1.2,6.2,2,1,2.3,2.6,0,7.1,,,,
"Aceites y grasas con proteínas","Pistache",18,"pieza",13,13,73,2.6,6.3,2.5,0.8,3.1,1.9,0,86.4,,,,
"Aceites y grasas con proteínas","Pistache tostado",18,"pieza",13,13,74,2.6,6.2,3.2,0.8,4.2,0.9,0,0.9,,,,
"Aceites y grasas con proteínas","Queso de puerco",20,"g",20,20,75,2,7.4,0,4.1,4,1,20,0,,,,
"Aceites y grasas con proteínas","Salsa bearnesa industrializada",4,"cucharadita",17,17,61,2.3,1.5,9.9,0.2,0.7,0.5,0,564.4,,,,
"Aceites y grasas con proteínas","Salsa bechabel",3,"cucharada",45,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,159.5,,,,
"Aceites y grasas con proteínas","Salsa blanca",3,"cucharada",45,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,159.5,,,,
"Aceites y grasas con proteínas","Salsa de ajonjolí",2,"cucharadita",11,11,63,2.6,5.3,2.3,1,2.5,1.5,1.5,50.4,,,,
"Aceites y grasas con proteínas","Salsa de cacahuate",2,"cucharadita",11,11,63,2.6,5.3,2.3,1,2.5,1.5,1.5,52,,,,
"Aceites y grasas con proteínas","Salsa de pimienta verde",5,"cucharada",75,75,72,2.3,4.4,6,2.7,1.2,0.1,0.1,280.4,,,,
"Aceites y grasas con proteínas","Salsa de queso",2,"cucharada",34,34,67,3.5,5.1,1.8,2.7,1.6,0.5,0.5,167.7,,,,
"Aceites y grasas con proteínas","Salsa pesto",4,"cucharadita",24,24,66,3.1,5.5,0.9,0,0,0,0,103.2,,,,
"Aceites y grasas con proteínas","Selección de botana mexicana",1,"cucharada",10,10,62,2.3,5,2,0.7,2.3,2,2,120,,,,
"Aceites y grasas con proteínas","Semilla de calabaza",1.5,"cucharada",15,15,61,3.4,5.1,1.6,0.9,1.9,2.2,2.2,0,,,,
"Aceites y grasas con proteínas","Semilla de calabaza menuda",2,"cucharada",20,20,65,5.3,4.1,3,0.7,1.5,0,0,0,,,,
"Aceites y grasas con proteínas","Semilla de chía",5,"cucharadita",12,12,66,3.3,5.6,1.8,1.2,0.9,3.3,3.3,11.7,,,,
"Aceites y grasas con proteínas","Semilla de girasol",4,"cucharadita",12,12,69,2.7,6,2.1,0.7,1.5,3.7,3.7,0.4,,,,
"Aceites y grasas con proteínas","Semilla de girasol tostada",4,"cucharadita",12,12,71,2.4,6,2.9,0.6,1.2,4,4,0.4,,,,
"Aceites y grasas con proteínas","Tocino vegetariano",2,"rebanada",20,20,63,2.3,6,1.3,1,1.5,3,3,292.5,,,,
"Azucares sin grasa","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Sodio (mg)","Azúcares por equivalente (g)","Indica glicémico (g)","Carga glicémica",,,,,
"Azucares sin grasa","Aderezos para ensalada bajos en calorías y grasa",0.333333333333333,"taza",85,85,40,0,0,8,1066.6,8,"ND","ND",,,,,
"Azucares sin grasa","Agua quina",0.333333333333333,"lata",117,117,42,0,0,11.1,16.3,11.1,"ND","ND",,,,,
"Azucares sin grasa","Ate",13,"g",13,13,41,0.4,0.1,9.8,0,9.2,51,5,,,,,
"Azucares sin grasa","Ate de guayaba",13,"g",13,13,41,0.4,0.1,9.8,0,9.2,51,5,,,,,
"Azucares sin grasa","Ate de membrillo",13,"g",13,13,41,0.4,0.1,9.8,0,9.2,51,5,,,,,
"Azucares sin grasa","Azúcar blanca",2,"cucharadita",8,8,33,0,0,8.4,0,8.4,68,5.7,,,,,
"Azucares sin grasa","Azúcar de mesa",2,"cucharadita",8,8,33,0,0,8.4,0,8.4,68,5.7,,,,,
"Azucares sin grasa","Azúcar glass",4,"cucharadita",10,10,39,0,0,10,0.1,9.8,68,6.8,,,,,
"Azucares sin grasa","Azúcar granulada",2,"cucharadita",8,8,33,0,0,8.4,0,8.4,68,5.7,,,,,
"Azucares sin grasa","Azúcar mascabado",2,"cucharadita",10,10,36,0,0,9.1,3,9.1,68,6.2,,,,,
"Azucares sin grasa","Azúcar morena",3,"cucharadita",9,9,34,0,0,8.8,2.5,8.7,68,6,,,,,
"Azucares sin grasa","Bebida láctea fermentada",21,"pieza",80,80,50,0.9,0.2,11.7,0,11.4,46,5.4,,,,,
"Azucares sin grasa","Bebida para deportistas",0.25,"bote sport",152,152,40,0,0,9.8,59.4,8,78,7.6,,,,,
"Azucares sin grasa","Bebida para deportistas en polvo",2,"cucharadita",10,10,36,0,0,9.5,60.3,9,78,7.4,,,,,
"Azucares sin grasa","Boost *",0.333333333333333,"lata",78,78,33,0.3,0,7.9,0.6,7.9,"ND","ND",,,,,
"Azucares sin grasa","Bubbaloo xtreme",0.5,"pieza",8,8,33,0.1,0,8.1,0.2,5.7,"ND","ND",,,,,
"Azucares sin grasa","Bubulubu",0.333333333333333,"pieza",12,12,46,0.1,0.9,9.2,38.5,6.6,"ND","ND",,,,,
"Azucares sin grasa","Burn *",0.2,"lata",62,62,36,0.2,0,9,28,9,"ND","ND",,,,,
"Azucares sin grasa","Café capuchino helado",0.333333333333333,"taza",80,80,43,0.7,0.8,8,40,7,"ND","ND",,,,,
"Azucares sin grasa","Café capuchino instantáneo",2,"cucharadita",8,8,32,0.2,0.4,6.9,14.4,5.5,"ND","ND",,,,,
"Azucares sin grasa","Cajeta",1.5,"cucharadita",9,9,36,0.5,1,6.4,7.7,"ND","ND","ND",,,,,
"Azucares sin grasa","Caramelo",2,"pieza pequeña",12,12,47,0,0,11.8,4.6,7.5,"ND","ND",,,,,
"Azucares sin grasa","Caramelo de mantequilla",2,"pieza",11,11,45,0,0.4,10.8,4.8,10.8,"ND","ND",,,,,
"Azucares sin grasa","Caramelo macizo",2,"pieza pequeña",12,12,47,0,0,11.8,4.6,7.5,"ND","ND",,,,,
"Azucares sin grasa","Caramelo salvavidas",4,"pieza",10,10,40,0,0,10,0,10,70,7,,,,,
"Azucares sin grasa","Cáscara de naranja cristalizada",10,"g",10,10,32,0,0,8.2,0,"ND","ND","ND",,,,,
"Azucares sin grasa","Castaña",2,"pieza",22,22,44,0.4,0.3,9.9,0.4,"ND","ND","ND",,,,,
"Azucares sin grasa","Castaña con cáscara",2,"pieza",30,18,39,0.4,0.4,8.3,0.5,"ND","ND","ND",,,,,
"Azucares sin grasa","Castaña asada",12,"g",12,12,44,0.6,0.5,9.4,4.4,"ND","ND","ND",,,,,
"Azucares sin grasa","Chewy candy",0.5,"pieza",13,13,44,0,0.2,10.5,26.1,7.2,"ND","ND",,,,,
"Azucares sin grasa","Chicle",5,"pieza",15,15,37,0,0,9.9,0.2,9.9,"ND","ND",,,,,
"Azucares sin grasa","Chicle bajo en azúcar",6,"pieza",12,12,32,0,0,11.4,0.8,"ND","ND","ND",,,,,
"Azucares sin grasa","Chicloso",1,"pieza",12,12,46,0.3,1.1,8.7,15.5,5.4,"ND","ND",,,,,
"Azucares sin grasa","Chocolate en polvo sin azúcar",2,"cucharadita",10,10,40,2,1,6,"ND",4,51,3.1,,,,,
"Azucares sin grasa","Cococa en polvo",2,"cucharadita",10,10,40,2,1,6,"ND",4,51,3.1,,,,,
"Azucares sin grasa","Conos de helado",3,"pieza",12,12,44,0,"ND",11.1,"ND","ND","ND","ND",,,,,
